"English Word","POS","Level","Chinese Translation","Example Sentence","Self-Examine Prompt"
"through","prep., adv.","A1","通过","Walk through the door.","What do you go through?"
"Thursday","n.","A1","星期四","Thursday is almost Friday.","What do you do on Thursday?"
"ticket","n.","A1","票","I need a train ticket.","What tickets do you buy?"
"time","n.","A1","时间","What time is it?","What time do you wake up?"
"tired","adj.","A1","累的","I feel very tired.","When do you feel tired?"
"title","n.","A1","标题","What's the title of this book?","What is a good title?"
"to","prep., infinitive marker","A1","到；去","I go to school.","Where do you like to go?"
"today","adv., n.","A1","今天","Today is sunny.","What are you doing today?"
"together","adv.","A1","一起","Let's work together.","What do you do together with friends?"
"toilet","n.","A1","厕所","Where is the toilet?","When do you use the toilet?"
"tomato","n.","A1","西红柿","I like tomato soup.","Do you grow tomatoes?"
"tomorrow","adv., n.","A1","明天","I'll see you tomorrow.","What are you doing tomorrow?"
"tonight","adv., n.","A1","今晚","We're going out tonight.","What are you doing tonight?"
"too","adv.","A1","也；太","I like pizza too.","When do you use 'too'?"
"tooth","n.","A1","牙齿","Brush your teeth.","How many teeth do you have?"
"topic","n.","A1","话题","What's today's topic?","What topic interests you?"
"tourist","n.","A1","游客","Many tourists visit here.","Are you a tourist or local?"
"town","n.","A1","城镇","I live in a small town.","What town are you from?"
"traffic","n.","A1","交通","The traffic is heavy.","When is traffic bad?"
"train","n.","A1","火车","I take the train to work.","Do you travel by train?"
"travel","v., n.","A1","旅行","I love to travel.","Where do you want to travel?"
"tree","n.","A1","树","The tree is very tall.","What trees grow near you?"
"trip","n.","A1","旅行","I'm going on a trip.","What trip do you want to take?"
"trousers","n.","A1","长裤","I wear black trousers.","What trousers do you prefer?"
"true","adj.","A1","真实的","Is this story true?","What is true about you?"
"try","v.","A1","尝试","Please try again.","What do you want to try?"
"T-shirt","n.","A1","T恤","I wear a T-shirt in summer.","What color T-shirt do you like?"
"Tuesday","n.","A1","星期二","Tuesday is a busy day.","What do you do on Tuesday?"
"turn","v., n.","A1","转向","Turn left here.","When do you turn around?"
"TV","n.","A1","电视","I watch TV every evening.","What do you watch on TV?"
"twelve","number","A1","十二","There are twelve months.","What comes before twelve?"
"twenty","number","A1","二十","I am twenty years old.","What is twenty plus twenty?"
"twice","adv.","A1","两次","I go swimming twice a week.","What do you do twice a day?"
"two","number","A1","二","I have two hands.","What comes after two?"
"type","n.","A1","类型","What type of music do you like?","What type of food do you prefer?"
"umbrella","n.","A1","雨伞","I need an umbrella for the rain.","When do you use an umbrella?"
"uncle","n.","A1","叔叔；伯伯","My uncle lives in Shanghai.","How many uncles do you have?"
"under","prep., adv.","A1","在...下面","The cat is under the table.","What is under your bed?"
"understand","v.","A1","理解","I don't understand this word.","What don't you understand?"
"university","n.","A1","大学","I want to go to university.","What university do you know?"
"until","conj./prep.","A1","直到","Wait until I come back.","Until when do you work?"
"up","adv., prep.","A1","向上","Please stand up.","What is the opposite of 'up'?"
"upstairs","adv.","A1","在楼上","My bedroom is upstairs.","What is upstairs in your house?"
"us","pron.","A1","我们（宾格）","Come with us.","When do you use 'us' instead of 'we'?"
"use","v.","A1","使用","I use a computer for work.","What do you use every day?"
"useful","adj.","A1","有用的","This book is very useful.","What is useful for learning?"
"usually","adv.","A1","通常","I usually wake up at 7 AM.","What do you usually eat for breakfast?"
"vacation","n.","A1","假期","I'm going on vacation.","Where do you go on vacation?"
"vegetable","n.","A1","蔬菜","Eat your vegetables.","What vegetables do you like?"
"very","adv.","A1","非常","I am very happy.","What are you very good at?"
"video","n.","A1","视频","Let's watch a video.","What videos do you watch?"
"village","n.","A1","村庄","I grew up in a small village.","What is life like in a village?"
"visit","v., n.","A1","拜访；参观","I want to visit Paris.","Who do you visit often?"
"visitor","n.","A1","访客","We have a visitor today.","What do you show visitors?"
"wait","v.","A1","等待","Please wait here.","What do you wait for?"
"waiter","n.","A1","服务员（男）","The waiter brought our food.","What does a waiter do?"
"wake","v.","A1","醒来","I wake up early.","What time do you wake up?"
"walk","v., n.","A1","走路","I walk to school.","Where do you like to walk?"
"wall","n.","A1","墙","The wall is white.","What is on your wall?"
"want","v.","A1","想要","I want some water.","What do you want for dinner?"
"warm","adj.","A1","温暖的","The weather is warm today.","When do you feel warm?"
"wash","v.","A1","洗","Wash your hands.","What do you wash every day?"
"watch","v., n.","A1","观看；手表","I watch TV at night.","What do you watch on your phone?"
"water","n.","A1","水","I drink water every day.","How much water do you drink?"
"way","n.","A1","方式；道路","This is the way to school.","What is the best way to learn?"
"we","pron.","A1","我们","We are friends.","When do you use 'we'?"
"wear","v.","A1","穿；戴","I wear glasses.","What do you wear in winter?"
"weather","n.","A1","天气","The weather is nice today.","What weather do you like?"
"website","n.","A1","网站","I found this on a website.","What websites do you visit?"
"Wednesday","n.","A1","星期三","Wednesday is in the middle of the week.","What do you do on Wednesday?"
"week","n.","A1","星期；周","There are seven days in a week.","What is your favorite day of the week?"
"weekend","n.","A1","周末","I relax on the weekend.","What do you do on weekends?"
"welcome","exclam., v., adj.","A1","欢迎","Welcome to our school!","When do you say 'welcome'?"
"well","adv., adj., exclam.","A1","好地；健康的","I speak English well.","What do you do well?"
"west","n., adj., adv.","A1","西方","The sun sets in the west.","What is west of your city?"
"what","pron./det.","A1","什么","What is your name?","What questions do you ask often?"
"when","adv., pron., conj.","A1","什么时候","When do you go to bed?","When do you feel happy?"
"where","adv., conj.","A1","在哪里","Where do you live?","Where do you want to go?"
"which","pron./det.","A1","哪个","Which book do you like?","Which color do you prefer?"
"white","adj., n.","A1","白色的","I have a white shirt.","What things are white?"
"who","pron.","A1","谁","Who is your teacher?","Who do you live with?"
"why","adv.","A1","为什么","Why are you late?","Why do you study English?"
"wife","n.","A1","妻子","She is his wife.","What does a good wife do?"
"will","modal v.","A1","将要","I will help you.","What will you do tomorrow?"
"win","v.","A1","赢；获胜","Our team will win.","What games do you win?"
"window","n.","A1","窗户","Open the window, please.","What can you see from your window?"
"wine","n.","A1","酒；葡萄酒","Adults drink wine with dinner.","What do children drink instead of wine?"
"winter","n.","A1","冬天","Winter is cold.","What do you do in winter?"
"with","prep.","A1","和；用","I go to school with my friends.","What do you do with your family?"
"without","prep.","A1","没有","I can't live without music.","What can't you live without?"
"woman","n.","A1","女人","The woman is wearing a red dress.","What is the opposite of 'woman'?"
"wonderful","adj.","A1","精彩的；美妙的","What a wonderful day!","What is wonderful about life?"
"word","n.","A1","单词","I learned a new word today.","What word do you use most?"
"work","v., n.","A1","工作","I work in an office.","What work do you do?"
"worker","n.","A1","工人","The worker is very tired.","What do workers do?"
"world","n.","A1","世界","I want to see the world.","What countries in the world interest you?"
"would","modal v.","A1","会；将","I would like some tea.","What would you like to do?"
"write","v.","A1","写","I write in my diary.","What do you write about?"
"writer","n.","A1","作家","She is a famous writer.","What writers do you know?"
"writing","n.","A1","写作","I like creative writing.","What writing do you do?"
"wrong","adj.","A1","错误的","This answer is wrong.","What is the opposite of 'wrong'?"
"yeah","exclam.","A1","是的（非正式）","Yeah, I agree with you.","When do you say 'yeah'?"
"year","n.","A1","年","I am twenty years old.","What year were you born?"
"yellow","adj., n.","A1","黄色的","The sun is yellow.","What things are yellow?"
"yes","exclam.","A1","是的","Yes, I can help you.","When do you say 'yes'?"
"yesterday","adv., n.","A1","昨天","Yesterday was sunny.","What did you do yesterday?"
"you","pron.","A1","你","How are you today?","When do you use 'you'?"
"young","adj.","A1","年轻的","She is very young.","What is the opposite of 'young'?"
"your","det.","A1","你的","What is your name?","What is your favorite color?"
"yourself","pron.","A1","你自己","Take care of yourself.","What do you do by yourself?"
