"English Word","POS","Level","Chinese Translation","Example Sentence","Self-Examine Prompt"
"practical","adj.","B1","实用的","Practical solutions often prove more effective than complex ones.","What practical skill has improved your life dramatically?"
"praise","v.","B1","赞扬","Sincere praise motivates people more than monetary rewards.","What achievement deserves more praise than it receives?"
"pray","v.","B1","祈祷","People pray for peace during difficult times.","What do you pray or hope for humanity's future?"
"prayer","n.","B1","祈祷","Meditation can be considered a form of prayer.","What prayer or wish would you make for the world?"
"prediction","n.","B1","预测","Weather predictions help people plan outdoor activities.","What prediction about your future scares you most?"
"preference","n.","B1","偏好","Cultural preferences influence food choices significantly.","What preference of yours surprises other people?"
"pregnant","adj.","B1","怀孕的","Pregnant women require special healthcare and nutrition.","What are you pregnant with in terms of ideas or dreams?"
"preparation","n.","B1","准备","Thorough preparation reduces anxiety and improves performance.","What preparation have you done that paid off magnificently?"
"presence","n.","B1","存在","Calming presence helps others during stressful situations.","Whose presence immediately puts you at ease?"
"presentation","n.","B1","演示","Effective presentations engage audiences through storytelling.","What presentation would you give about your life philosophy?"
"preserve","v.","B1","保护","National parks preserve natural beauty for future generations.","What tradition would you preserve against all odds?"
"press","v.","B1","按压","Journalists press politicians for honest answers.","What issue would you press leaders to address immediately?"
"pressure","n.","B1","压力","Social pressure influences teenage behavior patterns significantly.","What pressure do you put on yourself unnecessarily?"
"previous","adj.","B1","以前的","Previous experiences shape current decision-making processes.","What previous version of yourself do you miss most?"
"previously","adv.","B1","以前","Society previously accepted practices now considered harmful.","What previously held belief have you completely abandoned?"
"pride","n.","B1","骄傲","National pride unites citizens around shared values.","What pride do you take in your personal growth?"
"priest","n.","B1","牧师","Spiritual advisors like priests provide community guidance.","What priest-like role do you play in others' lives?"
"primary","adj.","B1","主要的","Primary education establishes fundamental learning foundations.","What's the primary source of meaning in your life?"
"prime","adj.","B1","首要的","Physical fitness peaks during prime adult years.","What prime opportunity are you currently pursuing?"
"prince","n.","B1","王子","Fairy tale princes often rescue others from difficulties.","What prince or princess qualities do you admire?"
"princess","n.","B1","公主","Modern princesses balance tradition with contemporary responsibilities.","What princess-like grace do you try to embody?"
"principle","n.","B1","原则","Democratic principles require active citizen participation.","What principle guides your most difficult decisions?"
"prior","adj.","B1","先前的","Prior experience helps people navigate similar situations.","What prior knowledge has served you unexpectedly well?"
"priority","n.","B1","优先事项","Family often becomes the highest priority during crises.","What priority has shifted dramatically in your life recently?"
"prisoner","n.","B1","囚犯","Rehabilitation programs help prisoners reintegrate into society.","What invisible prison have you escaped from?"
"private","adj.","B1","私人的","Private moments of reflection restore mental balance.","What private ritual brings you peace and clarity?"
"procedure","n.","B1","程序","Medical procedures require precision and patient consent.","What procedure would you simplify to help others?"
"proceed","v.","B1","继续","Confident leaders proceed despite uncertainty and obstacles.","When do you proceed despite fear holding you back?"
"producer","n.","B1","制片人","Film producers coordinate creative and financial resources.","What would you produce if resources were unlimited?"
"production","n.","B1","生产","Sustainable production methods protect environmental resources.","What production in your life creates the most value?"
"profession","n.","B1","职业","Caring professions attract people motivated by service.","What profession would you choose purely for passion?"
"profit","n.","B1","利润","Social enterprises balance profit with community benefit.","What profit beyond money do you seek from work?"
"promote","v.","B1","促进","Education systems promote critical thinking and creativity.","What cause would you promote regardless of personal cost?"
"promotion","n.","B1","升职","Career promotion rewards consistent performance and leadership.","What promotion in life means more than professional advancement?"
"proof","n.","B1","证明","Scientific proof requires rigorous testing and peer review.","What proof of human goodness have you witnessed recently?"
"proper","adj.","B1","适当的","Proper nutrition supports both physical and mental health.","What proper boundary do you need to establish?"
"properly","adv.","B1","适当地","Relationships function properly when built on mutual respect.","What do you do properly that others often rush through?"
"property","n.","B1","财产","Intellectual property laws protect creative innovations and ideas.","What property means more to you than its monetary value?"
"proposal","n.","B1","提议","Marriage proposals represent commitment and shared future dreams.","What proposal would you make to improve your community?"
"propose","v.","B1","提议","Scientists propose theories to explain natural phenomena.","What solution would you propose for modern loneliness?"
"prospect","n.","B1","前景","Career prospects improve with continuous learning and adaptation.","What prospect excites you most about your future?"
"protection","n.","B1","保护","Environmental protection requires collective global action.","What protection do you provide for those you love?"
"protest","v.","B1","抗议","Citizens protest peacefully to advocate for social change.","What would you protest against regardless of personal cost?"
"proud","adj.","B1","骄傲的","Parents feel proud of children's achievements and growth.","What accomplishment makes you most proud of yourself?"
"prove","v.","B1","证明","Actions prove intentions more clearly than words ever can.","What do you still need to prove to yourself?"
"provision","n.","B1","条款；供应","Constitutional provisions protect fundamental human rights.","What provision would you make for future generations?"
"psychology","n.","B1","心理学","Social psychology examines how groups influence individual behavior.","What psychology concept has helped you understand yourself?"
"publication","n.","B1","出版物","Academic publications advance knowledge through peer review.","What publication has influenced your thinking most significantly?"
"punishment","n.","B1","惩罚","Effective punishment teaches responsibility rather than revenge.","What punishment taught you the most valuable lesson?"
"pupil","n.","B1","学生","Attentive pupils ask questions to deepen their understanding.","What makes someone an excellent pupil of life?"
"purchase","v.","B1","购买","Consumers purchase products that align with personal values.","What purchase has brought you the most lasting joy?"
"pure","adj.","B1","纯净的","Pure water becomes increasingly rare in urban environments.","What pure intention guides your daily actions?"
"pursue","v.","B1","追求","Determined people pursue goals despite obstacles and setbacks.","What do you pursue that others find impractical?"
"qualify","v.","B1","符合条件","Experience and training qualify professionals for specialized roles.","What qualifies you to give advice about relationships?"
"quit","v.","B1","退出","Sometimes quitting represents wisdom rather than weakness.","What should more people have the courage to quit?"
"quote","v.","B1","引用","Inspirational speakers quote famous philosophers during presentations.","What quote perfectly captures your life philosophy?"
"racing","n.","B1","赛车","Competitive racing requires skill, strategy, and mental focus.","What are you racing toward in your personal life?"
"rail","n.","B1","铁轨","High-speed rail systems connect cities efficiently and sustainably.","What keeps you on track during difficult periods?"
"range","v.","B1","范围","Human emotions range from profound joy to deep sorrow.","What range of experiences has shaped your character?"
"rank","v.","B1","排名","Employers rank candidates based on qualifications and potential.","How do you rank priorities when facing difficult choices?"
"rapid","adj.","B1","快速的","Rapid technological change challenges traditional educational methods.","What rapid change in your life surprised you most?"
"rapidly","adv.","B1","快速地","Digital communication spreads information rapidly across continents.","What skill are you rapidly developing right now?"
"rare","adj.","B1","稀有的","Genuine friendship becomes increasingly rare in digital age.","What rare quality do you possess that others value?"
"rarely","adv.","B1","很少","Successful people rarely achieve greatness without persistent effort.","What do you rarely do that you should do more?"
"rating","n.","B1","评级","Customer ratings influence purchasing decisions for online products.","What rating would you give your current life satisfaction?"
"raw","adj.","B1","原始的","Raw talent requires development through practice and guidance.","What raw emotion do you struggle to express appropriately?"
"reaction","n.","B1","反应","Initial reactions often differ from thoughtful responses.","What reaction of yours has surprised even yourself?"
"realistic","adj.","B1","现实的","Realistic expectations prevent disappointment and encourage progress.","What realistic goal would still be incredibly meaningful?"
"reality","n.","B1","现实","Virtual reality cannot replace authentic human connections.","What reality about yourself have you recently accepted?"
"reasonable","adj.","B1","合理的","Reasonable compromises satisfy both parties' essential needs.","What reasonable request do people often ignore?"
"reasonably","adv.","B1","合理地","Most problems can be solved reasonably through patient discussion.","What do you handle reasonably well under pressure?"
"recommendation","n.","B1","推荐","Personal recommendations carry more weight than advertisements.","What recommendation would you give your younger self?"
"recover","v.","B1","恢复","Communities recover stronger after overcoming shared challenges together.","What have you recovered from that made you stronger?"
"recovery","n.","B1","恢复","Economic recovery requires both policy changes and consumer confidence.","What recovery process taught you patience and perseverance?"
"reduction","n.","B1","减少","Stress reduction improves both physical and mental health.","What reduction in your life has led to greater happiness?"
"reference","n.","B1","参考","Historical references provide context for contemporary political events.","What reference point guides your moral decision-making?"
"reflect","v.","B1","反思","Mirrors reflect physical appearance; experiences reflect character.","What aspect of yourself do you reflect on most often?"
"reflection","n.","B1","反思","Daily reflection helps people learn from mistakes and successes.","What reflection about life has changed your perspective completely?"
"reform","v.","B1","改革","Educational systems must reform to meet changing societal needs.","What would you reform first in your personal habits?"
"refuse","v.","B1","拒绝","Confident people refuse requests that compromise their values.","What do you refuse to accept about modern society?"
"regard","v.","B1","认为","Historians regard certain events as turning points in civilization.","How do you regard failure in the context of growth?"
"regarding","prep.","B1","关于","Policies regarding climate change affect future generations directly.","What regarding your future concerns you most right now?"
"regional","adj.","B1","地区的","Regional cooperation addresses shared environmental challenges.","What regional tradition from your area do you treasure?"
"register","v.","B1","注册","Students register for classes based on career goals.","What would you register as your life's primary mission?"
"registration","n.","B1","注册","Online registration simplifies administrative processes significantly.","What registration process frustrates you most in modern life?"
"regularly","adv.","B1","定期地","Successful athletes train regularly regardless of motivation levels.","What do you regularly do that others find impressive?"
"regulation","n.","B1","规定","Safety regulations protect workers from hazardous conditions.","What regulation would you implement for social media use?"
"reject","v.","B1","拒绝","Confident people reject offers that compromise their values.","What societal expectation do you choose to reject?"
"relate","v.","B1","关联","Personal stories help audiences relate to abstract concepts.","What experience helps you relate to others' struggles?"
"related","adj.","B1","相关的","Stress-related illnesses increase in competitive work environments.","What related skills complement your main talents?"
"relation","n.","B1","关系","International relations require diplomacy and cultural understanding.","What relation in your life needs more attention?"
"relative","adj.","B1","相对的","Success remains relative depending on personal circumstances.","What relative advantage do you have over others?"
"relatively","adv.","B1","相对地","Modern communication makes distances relatively insignificant.","What relatively small change has transformed your life?"
"relaxed","adj.","B1","放松的","Relaxed learning environments encourage creative thinking.","When do you feel most relaxed and authentic?"
"relaxing","adj.","B1","令人放松的","Gardens provide relaxing spaces for urban dwellers.","What relaxing activity restores your mental energy completely?"
"release","v.","B1","释放","Forgiveness releases people from emotional burdens.","What burden would you like to release completely?"
"relevant","adj.","B1","相关的","Education must remain relevant to changing job markets.","What relevant skill are you currently developing?"
"reliable","adj.","B1","可靠的","Reliable friends provide support during difficult times.","What makes you reliable in others' eyes?"
"relief","n.","B1","缓解","Humanitarian relief helps communities recover after disasters.","What relief have you experienced after prolonged stress?"
"religion","n.","B1","宗教","Religion provides meaning and community for many people.","What religion or philosophy guides your moral choices?"
"religious","adj.","B1","宗教的","Religious tolerance promotes peaceful coexistence among communities.","What religious or spiritual practice brings you peace?"
"rely","v.","B1","依靠","Children rely on parents for security and guidance.","What do you rely on when facing uncertainty?"
"remain","v.","B1","保持","Core values should remain constant despite changing circumstances.","What qualities remain consistent throughout your growth?"
"remaining","adj.","B1","剩余的","Wise resource management preserves remaining natural habitats.","What remaining dream do you want to pursue?"
"remains","n.","B1","遗迹","Ancient remains provide insights into historical civilizations.","What remains of your childhood still influences you?"
"remark","v.","B1","评论","Casual remarks sometimes reveal deeper personality traits.","What remark about you has stuck in your memory?"
"remind","v.","B1","提醒","Photographs remind us of precious moments and relationships.","What reminds you of your most important values?"
"remote","adj.","B1","遥远的","Remote work offers flexibility but requires self-discipline.","What remote possibility would you like to make reality?"
"rent","v.","B1","租用","Students rent apartments near campus for convenience.","What would you rent if money were no object?"
"represent","v.","B1","代表","Elected officials represent citizens' interests in government.","What values do you represent in your community?"
"representative","n.","B1","代表","Customer service representatives resolve complaints professionally.","What group would you want to be a representative for?"
"reputation","n.","B1","声誉","Professional reputation depends on consistent quality and integrity.","What reputation do you hope to build over time?"
"require","v.","B1","需要","Complex problems require collaborative solutions from diverse perspectives.","What does meaningful friendship require from you?"
"requirement","n.","B1","要求","University requirements include both academic and character development.","What requirement for happiness do people often overlook?"
"rescue","v.","B1","拯救","Firefighters rescue people from dangerous situations courageously.","What aspect of society needs rescuing most urgently?"
"reserve","v.","B1","保留","Nature reserves protect endangered species and ecosystems.","What do you reserve only for special occasions?"
"resident","n.","B1","居民","Local residents participate in community improvement projects.","What kind of resident are you in your neighborhood?"
"resolve","v.","B1","解决","Mediation helps parties resolve conflicts without litigation.","What internal conflict are you working to resolve?"
"resource","n.","B1","资源","Renewable resources offer sustainable alternatives to fossil fuels.","What resource do you have that others might need?"
"respect","v.","B1","尊重","Cultural diversity deserves respect and celebration.","What earns your deepest respect in others?"
"responsibility","n.","B1","责任","Personal responsibility includes caring for community welfare.","What responsibility do you take most seriously?"
"responsible","adj.","B1","负责任的","Responsible citizens vote in elections and stay informed.","What makes someone responsible for their own happiness?"
"restore","v.","B1","恢复","Art restoration preserves cultural heritage for future generations.","What would you most like to restore in your life?"
"restrict","v.","B1","限制","Parents restrict children's screen time to encourage outdoor play.","What do you restrict to maintain your well-being?"
"restriction","n.","B1","限制","Travel restrictions affect international business and relationships.","What restriction has actually improved your life?"
"retail","adj.","B1","零售的","Retail therapy provides temporary emotional relief for some people.","What retail experience has disappointed you most?"
"retire","v.","B1","退休","People retire at different ages depending on circumstances.","What would you never want to retire from doing?"
"retirement","n.","B1","退休","Retirement planning should begin early in career development.","What would make retirement meaningful beyond financial security?"
"reveal","v.","B1","揭露","Archaeological discoveries reveal ancient civilization secrets.","What truth about yourself would you hesitate to reveal?"
"revenue","n.","B1","收入","Government revenue funds public services and infrastructure.","What revenue source would you develop for personal growth?"
"revolution","n.","B1","革命","Digital revolution transforms communication and commerce globally.","What personal revolution do you need to start?"
"reward","v.","B1","奖励","Schools reward academic achievement and positive behavior.","How do you reward yourself for personal progress?"
"rid","v.","B1","摆脱","Effective therapy helps people get rid of limiting beliefs.","What negative pattern would you like to rid from your life?"
"rider","n.","B1","骑手","Motorcycle riders require protective equipment and training.","What rider on life's journey describes your approach?"
"riding","n.","B1","骑行","Horse riding develops balance and confidence.","What riding experience has taught you about trust?"
"ring","v.","B1","响起","Church bells ring to mark important community occasions.","What words ring true in your heart always?"
"risk","v.","B1","冒险","Entrepreneurs risk capital to create innovative businesses.","What do you risk when you show vulnerability?"
"rob","v.","B1","抢劫","Poverty can rob children of educational opportunities.","What robs you of peace in daily life?"
"roll","v.","B1","滚动","Dice roll randomly, but strategy influences outcomes.","When do you let life roll naturally versus taking control?"
"root","n.","B1","根部","Strong relationships have roots in mutual respect.","What root cause addresses most personal conflicts?"
"rope","n.","B1","绳子","Climbing ropes provide security during mountaineering expeditions.","What rope connects you to your deepest values?"
"rough","adj.","B1","粗糙的","Rough seas challenge even experienced sailors.","What rough period has strengthened your character?"
"roughly","adv.","B1","大概","Success requires roughly equal parts talent and persistence.","What roughly describes your philosophy of happiness?"
"row","v.","B1","划船","Teams row together to achieve synchronized movement.","When do you row against the current of popular opinion?"
"royal","adj.","B1","皇家的","Royal weddings attract international media attention.","What royal treatment do you give to close friends?"
"rub","v.","B1","摩擦","Different personalities sometimes rub against each other.","What rubs you the wrong way in social situations?"
"rubber","n.","B1","橡胶","Rubber tires provide traction for vehicle safety.","What rubber stamp approval do you give too easily?"
"rugby","n.","B1","橄榄球","Rugby requires physical strength and strategic teamwork.","What rugby-like challenge demands your toughest effort?"
"ruler","n.","B1","统治者","Democratic rulers serve citizens rather than personal interests.","What ruler or principle governs your daily decisions?"
"rumour","n.","B1","谣言","Social media spreads rumours faster than facts.","What rumour about success do you refuse to believe?"
"rural","adj.","B1","农村的","Rural communities often have stronger social connections.","What rural values would benefit urban environments?"
"rush","v.","B1","匆忙","Modern society tends to rush through meaningful moments.","What do you rush that deserves more attention?"
"safely","adv.","B1","安全地","Children learn to cross streets safely through practice.","What do you do to communicate safely in difficult conversations?"
"safety","n.","B1","安全","Workplace safety protects employees from preventable injuries.","What safety measures protect your emotional well-being?"
"saint","n.","B1","圣人","Saints represent ideals of compassion and service.","What saint-like quality do you try to cultivate?"
"sales","n.","B1","销售","Effective sales build relationships rather than pressure customers.","What sales pitch would you make for kindness?"
"sample","n.","B1","样品","Free samples help customers make informed purchasing decisions.","What sample of your character do people see first?"
"sand","n.","B1","沙子","Desert sand creates both obstacles and beautiful landscapes.","What sand-like challenges slip through your fingers repeatedly?"
"satisfaction","n.","B1","满足","Job satisfaction comes from meaningful work and recognition.","What satisfaction do you get from helping others?"
"satisfy","v.","B1","满足","Deep friendships satisfy human needs for connection.","What satisfies your soul more than material possessions?"
"satisfied","adj.","B1","满足的","Satisfied customers become loyal brand ambassadors.","When do you feel most satisfied with life choices?"
"satisfying","adj.","B1","令人满足的","Creative work provides satisfying outlets for self-expression.","What satisfying activity could you do for hours?"
"saving","n.","B1","储蓄","Emergency savings provide financial security during crises.","What saving of time or energy would transform your routine?"
"scale","n.","B1","规模","Global problems require solutions on unprecedented scales.","What scale of impact do you hope to achieve?"
"scandal","n.","B1","丑闻","Political scandals erode public trust in institutions.","What scandal in your past taught valuable lessons?"
"scenario","n.","B1","情景","Emergency planning considers worst-case scenarios.","What scenario would test your values most severely?"
"scheme","n.","B1","计划","Educational schemes help disadvantaged students access opportunities.","What scheme would you design to solve loneliness?"
"scholarship","n.","B1","奖学金","Merit scholarships reward academic excellence and potential.","What scholarship of wisdom would you establish?"
"scholar","n.","B1","学者","Ancient scholars preserved knowledge through manuscript copying.","What scholar's approach to learning inspires you most?"
"scientific","adj.","B1","科学的","Scientific methods require objectivity and reproducible results.","What scientific approach would improve your decision-making?"
"scope","n.","B1","范围","Project scope determines necessary resources and timelines.","What scope of influence do you want to expand?"
"script","n.","B1","剧本","Life rarely follows the script we initially imagine.","What script would you write for your ideal day?"
"second","adj.","B1","第二的","Second chances often lead to better outcomes.","What second opportunity changed your life trajectory completely?"
"secondary","adj.","B1","次要的","Secondary education prepares students for higher learning.","What secondary goal has become more important than expected?"
"sector","n.","B1","部门","Private sector innovation drives economic development.","What sector would you want to revolutionize through your work?"
"secure","adj.","B1","安全的","Secure relationships provide emotional stability and growth.","What makes you feel most secure in uncertain times?"
"security","n.","B1","安全","National security requires balancing freedom with protection.","What security do you value more than physical safety?"
"seed","n.","B1","种子","Education plants seeds of future societal progress.","What seed of change would you plant in your community?"
"seek","v.","B1","寻求","Philosophers seek truth through reasoned inquiry.","What do you seek that cannot be purchased?"
"select","v.","B1","选择","Universities select candidates based on multiple criteria.","How do you select friends for long-term relationships?"
"selection","n.","B1","选择","Career selection influences entire life trajectories significantly.","What selection process do you find most stressful?"
"self","n.","B1","自我","Authentic self-expression requires courage and vulnerability.","What aspect of your self do you keep most private?"
"selling","n.","B1","销售","Ethical selling focuses on customer needs over profits.","What selling point would you emphasize about your character?"
"senate","n.","B1","参议院","Democratic senates represent diverse regional interests.","What senate of advisors would you assemble for major decisions?"
"senator","n.","B1","参议员","Effective senators build coalitions across party lines.","What senator-like qualities do you demonstrate in group settings?"
"senior","adj.","B1","高级的","Senior employees mentor younger colleagues effectively.","What senior wisdom have you gained from difficult experiences?"
"sensible","adj.","B1","明智的","Sensible financial planning prevents future crises.","What sensible advice do people often ignore?"
"sensitive","adj.","B1","敏感的","Sensitive people often become excellent artists.","What sensitive topic do you handle with special care?"
"separately","adv.","B1","分别地","Complex problems require examining components separately.","What aspects of yourself do you prefer to develop separately?"
"seriously","adv.","B1","严肃地","Doctors take patient concerns seriously during consultations.","What do you take seriously that others treat casually?"
"session","n.","B1","会议","Therapy sessions help people process difficult emotions.","What session or meeting has been most transformative for you?"
"set","v.","B1","设定","Successful people set realistic but challenging goals.","What standards do you set higher than others expect?"
"setting","n.","B1","环境","Natural settings reduce stress and improve creativity.","What setting brings out your most authentic self?"
"settle","v.","B1","定居","Immigrants settle in communities that welcome diversity.","What internal conflict are you working to settle?"
"settlement","n.","B1","定居点","Historical settlements reveal patterns of human migration.","What settlement or compromise has benefited everyone involved?"
"severe","adj.","B1","严重的","Severe weather conditions test emergency preparedness systems.","What severe challenge has revealed your hidden strengths?"
"sex","n.","B1","性别","Gender equality requires examining social constructions of sex.","What sex-related stereotype would you most like to eliminate?"
"sexual","adj.","B1","性的","Sexual health education promotes responsible relationships.","What sexual health topic needs more open discussion?"
"shade","n.","B1","阴影","Trees provide shade during hot summer afternoons.","What shade of meaning do people often miss in conversations?"
"shadow","n.","B1","影子","Everyone has a shadow side requiring acknowledgment.","What shadow from your past still influences current decisions?"
"shame","n.","B1","羞耻","Shame often prevents people from seeking help.","What shame have you transformed into strength and wisdom?"
"sharp","adj.","B1","锋利的","Sharp minds analyze complex problems systematically.","What sharp observation about people has surprised you?"
"shelf","n.","B1","架子","Library shelves contain humanity's accumulated wisdom.","What would you place on the shelf of your proudest accomplishments?"
"shell","n.","B1","壳","Protective shells sometimes prevent authentic connections.","What shell do you need to break out of?"
"shelter","v.","B1","庇护","Communities shelter vulnerable members during crises.","Who do you shelter from life's harshest realities?"
"shift","v.","B1","转移","Paradigm shifts require abandoning comfortable assumptions.","What shift in perspective has changed your worldview?"
"shine","v.","B1","发光","Confident people shine when pursuing their passions.","What makes you shine brightest in social situations?"
"shock","v.","B1","震惊","Sudden changes shock people into new awareness.","What shock has forced you to reconsider core beliefs?"
"shocked","adj.","B1","震惊的","Witnesses felt shocked by the unexpected kindness.","When were you most shocked by human generosity?"
"shocking","adj.","B1","令人震惊的","Shocking statistics reveal hidden social problems.","What shocking truth about yourself have you recently discovered?"
"shoot","v.","B1","射击","Photographers shoot pictures to capture fleeting moments.","What would you shoot for if ammunition were unlimited?"
"shooting","n.","B1","射击","Star shooting creates wishes and wonder.","What shooting pain of growth have you endured recently?"
"shore","n.","B1","海岸","Ocean shores provide boundaries between elements.","What shore represents a safe haven in your life?"
"shot","n.","B1","射击；机会","Everyone deserves a shot at pursuing dreams.","What shot are you afraid to take but should?"
"sight","n.","B1","视线","Beautiful sights inspire artists and poets.","What sight never fails to take your breath away?"
"signal","v.","B1","发信号","Traffic lights signal when movement is safe.","What signals indicate someone truly understands you?"
"significant","adj.","B1","重要的","Significant relationships require investment and commitment.","What significant change are you avoiding but need to make?"
"significantly","adv.","B1","显著地","Exercise significantly improves both physical and mental health.","What has significantly changed your perspective on relationships?"
"silence","n.","B1","沉默","Comfortable silence indicates strong friendship bonds.","What silence in your life speaks the loudest?"
"silent","adj.","B1","安静的","Libraries remain silent sanctuaries for contemplation.","When do you prefer to remain silent instead of speaking?"
"silly","adj.","B1","愚蠢的","Silly jokes often provide relief during stressful situations.","What silly habit brings you unexpected joy?"
"similarly","adv.","B1","类似地","Children learn languages similarly to acquiring skills.","How do you similarly approach different life challenges?"
"simply","adv.","B1","简单地","Complex problems sometimes have simply elegant solutions.","What do you simply refuse to complicate unnecessarily?"
"sink","v.","B1","下沉","Negative thoughts can sink positive moods quickly.","What helps prevent you from sinking into despair?"
"sitting","adj.","B1","坐着的","Prolonged sitting affects posture and health negatively.","What sitting practice improves your mental clarity?"
"skilled","adj.","B1","熟练的","Skilled craftspeople preserve traditional art forms.","What skilled ability would you most like to develop?"
"slice","n.","B1","片","Each life experience represents a slice of wisdom.","What slice of your personality surprises people most?"
"slide","v.","B1","滑动","Confidence can slide away during challenging periods.","When do you slide back into old patterns?"
"slight","adj.","B1","轻微的","Slight changes in routine can improve productivity.","What slight adjustment would transform your daily happiness?"
"slightly","adv.","B1","稍微","Success rates improve slightly with consistent effort.","What are you slightly better at than you realize?"
"slip","v.","B1","滑倒","Standards slip when people stop paying attention.","What standards do you never let slip in relationships?"
"smart","adj.","B1","聪明的","Smart phones changed human communication patterns forever.","What smart decision has simplified your life significantly?"
"smooth","adj.","B1","光滑的","Smooth conversations require active listening skills.","What makes interactions smooth between different personality types?"
"snap","v.","B1","突然折断","Patience can snap under extreme pressure.","What causes you to snap when normally calm?"
"software","n.","B1","软件","Educational software personalizes learning for students.","What software has changed your life most positively?"
"soil","n.","B1","土壤","Rich soil produces healthy plants and food.","What soil conditions do you need to grow personally?"
"solar","adj.","B1","太阳的","Solar energy provides sustainable electricity alternatives.","What solar-powered change would you make in society?"
"sold","adj.","B1","售出的","Ideas are sold through persuasive communication.","What idea are you completely sold on?"
"sole","adj.","B1","唯一的","Education shouldn't be the sole responsibility of schools.","What sole responsibility do you willingly accept?"
"solid","adj.","B1","坚固的","Solid relationships survive temporary disagreements.","What solid foundation supports your confidence?"
"somehow","adv.","B1","不知怎么地","Children somehow adapt to change more easily.","How do you somehow find strength during difficulties?"
"somewhat","adv.","B1","有点","Exercise makes people feel somewhat more energetic.","What are you somewhat reluctant to try but should?"
"sophisticated","adj.","B1","复杂的","Sophisticated technology requires careful ethical consideration.","What sophisticated skill would enhance your relationships?"
"soul","n.","B1","灵魂","Music speaks directly to the human soul.","What feeds your soul more than material possessions?"
"southern","adj.","B1","南方的","Southern hospitality creates welcoming community atmospheres.","What southern quality would you like to cultivate?"
"spare","adj.","B1","空闲的","Spare time allows for personal growth and reflection.","What do you do in spare moments that enriches life?"
"speaking","adj.","B1","说话的","Public speaking skills benefit professional advancement.","What speaking truth do you avoid but should address?"
"specialist","n.","B1","专家","Medical specialists diagnose complex conditions accurately.","What specialist knowledge do you possess that helps others?"
"specially","adv.","B1","特别地","Gifts chosen specially show thoughtfulness and care.","What specially prepared gesture has touched your heart?"
"species","n.","B1","物种","Endangered species require immediate conservation efforts.","What species of kindness do you try to practice?"
"specifically","adv.","B1","具体地","Instructions should specifically address potential problems.","What specifically motivates you during challenging times?"
"spending","n.","B1","消费","Mindful spending aligns purchases with personal values.","What spending brings you the most lasting satisfaction?"
"spin","v.","B1","旋转","Media outlets spin stories to influence public opinion.","How do you spin negative experiences into growth opportunities?"
"spirit","n.","B1","精神","Team spirit motivates collective achievements.","What spirit do you bring to group activities?"
"spiritual","adj.","B1","精神的","Spiritual practices provide comfort during crises.","What spiritual aspect of life do you find most meaningful?"
"split","v.","B1","分裂","Difficult decisions sometimes split families apart.","What splits your attention between competing priorities?"
"sponsor","v.","B1","赞助","Corporations sponsor events for community engagement.","What cause would you sponsor if resources allowed?"
"spot","v.","B1","发现","Experienced teachers spot learning difficulties early.","What do you spot in people that others miss?"
"spread","v.","B1","传播","Social media helps spread both information and misinformation.","What positive message would you help spread globally?"
"stable","adj.","B1","稳定的","Stable employment provides financial and emotional security.","What stable element anchors your sense of identity?"
"staff","n.","B1","员工","Dedicated staff members create positive organizational cultures.","What staff quality do you most appreciate in workplaces?"
"stake","n.","B1","利益","Everyone has a stake in environmental protection.","What stake do you have in your community's future?"
"standard","adj.","B1","标准的","High educational standards benefit entire societies.","What standard do you hold yourself to that others might find excessive?"
"stare","v.","B1","凝视","Children stare in wonder at natural phenomena.","What do you stare at when you need to think deeply?"
"statistics","n.","B1","统计","Statistics reveal patterns in human behavior.","What statistics about your life would surprise people?"
"status","n.","B1","状态","Social status shouldn't determine individual worth.","What status symbol means nothing to you?"
"steady","adj.","B1","稳定的","Steady progress beats sporadic bursts of effort.","What steady habit has transformed your life quietly?"
"steel","n.","B1","钢铁","Steel construction enables architectural innovation.","What steel resolve do you need to develop?"
"stick","v.","B1","坚持","Successful people stick to their core values.","What do you stick with despite others' criticism?"
"stock","n.","B1","库存","Food banks maintain stock for emergency distribution.","What stock of wisdom do you draw from during crises?"
"storage","n.","B1","储存","Digital storage preserves cultural heritage.","What emotional storage do you need to clean out?"
"stranger","n.","B1","陌生人","Strangers sometimes offer unexpected kindness.","What stranger has influenced your life positively?"
"stream","n.","B1","溪流","Mountain streams provide fresh water to communities.","What stream of thought do you return to often?"
"strength","n.","B1","力量","Inner strength develops through overcoming challenges.","What strength have you discovered in yourself recently?"
"stretch","v.","B1","伸展","Comfort zones need stretching for personal growth.","What boundaries do you need to stretch in relationships?"
"strike","v.","B1","罢工；打击","Workers strike for fair wages and conditions.","What strikes you as most beautiful about human nature?"
"string","n.","B1","细绳","Invisible strings connect hearts across distances.","What string of events led to your current happiness?"
"strip","v.","B1","剥离","Honesty strips away pretense and reveals authenticity.","What would you strip away to find your essential self?"
"stroke","n.","B1","中风；笔画","Gentle strokes create beautiful artistic masterpieces.","What stroke of luck changed your perspective completely?"
"strongly","adv.","B1","强烈地","Community leaders strongly advocate for social justice.","What do you strongly believe that others question?"
"struggle","v.","B1","挣扎","Everyone struggles with something invisible to others.","What struggle has made you more compassionate?"
"studio","n.","B1","工作室","Art studios provide spaces for creative expression.","What studio would you create for your ideal work?"
"stuff","n.","B1","东西","Material stuff cannot replace meaningful relationships.","What stuff do you own that truly brings joy?"
