"English Word","POS","Level","Chinese Translation","Example Sentence","Self-Examine Prompt","Theme"
"respond","v.","A2","回应","How did you respond to the criticism?","What situations make you respond emotionally?","Communication"
"response","n.","A2","回应","I'm waiting for your response.","What response do you give to compliments?","Communication"
"rest","n.","A2","休息","You need more rest.","What activities help you rest?","Health"
"review","n.","A2","评论；复习","The movie got a good review.","What do you review before important tests?","Education"
"ride","v.","A2","骑；乘坐","I ride my bike to work.","What do you like to ride for fun?","Transportation"
"ring1","n.","A2","戒指","She wears a beautiful ring.","What ring would you choose for marriage?","Clothing"
"ring2","v.","A2","响铃；打电话","The phone is ringing.","When does your alarm ring?","Technology"
"rise","v.","A2","上升","The sun rises in the east.","What makes your energy rise?","Actions"
"rock","n.","A2","岩石","The children climbed on the rock.","What would you build with rocks?","Nature"
"role","n.","A2","角色","He plays an important role.","What role do you play in your family?","Work"
"roof","n.","A2","屋顶","Snow is falling on the roof.","What would you put on your roof?","Home"
"round","adj.","A2","圆的","The table is round.","What round objects do you use daily?","Descriptions"
"route","n.","A2","路线","Take this route to avoid traffic.","What route do you take to work?","Transportation"
"rubbish","n.","A2","垃圾","Put the rubbish in the bin.","What rubbish do you produce most?","Daily Life"
"rude","adj.","A2","粗鲁的","It's rude to interrupt people.","What behavior do you consider rude?","Descriptions"
"run","v.","A2","跑","I run every morning.","Where do you like to run?","Sports"
"runner","n.","A2","跑步者","The runner finished first.","What makes a good long-distance runner?","Sports"
"running","n.","A2","跑步","Running is good exercise.","What benefits do you get from running?","Sports"
"sadly","adv.","A2","悲伤地","Sadly, the party was cancelled.","What news would you sadly have to share?","Grammar"
"safe","adj.","A2","安全的","This neighborhood is safe.","What makes you feel safe at home?","Descriptions"
"sail","v.","A2","航行","We sail every weekend.","Where would you like to sail?","Sports"
"sailing","n.","A2","帆船运动","Sailing requires skill and patience.","What attracts people to sailing?","Sports"
"salary","n.","A2","薪水","My salary covers all expenses.","What salary would make you happy?","Work"
"sale","n.","A2","销售；减价","There's a big sale at the store.","What do you buy during sales?","Shopping"
"sauce","n.","A2","酱汁","This pasta sauce is delicious.","What sauce do you put on everything?","Food & Drink"
"save","v.","A2","拯救；节省","We must save water.","What are you trying to save money for?","Actions"
"scared","adj.","A2","害怕的","I'm scared of spiders.","What situations make you feel scared?","Emotions"
"scary","adj.","A2","可怕的","That was a scary movie.","What's the most scary thing you've experienced?","Descriptions"
"scene","n.","A2","场景","The crime scene was protected.","What scene from a movie do you remember?","Creative Arts"
"schedule","n.","A2","时间表","My schedule is very busy today.","How do you organize your daily schedule?","Time"
"score","n.","A2","分数","What was your test score?","What score would make you proud?","Education"
"screen","n.","A2","屏幕","The computer screen is too bright.","How many hours do you look at screens daily?","Technology"
"search","v.","A2","搜索","I need to search for information.","What do you search for most online?","Technology"
"season","n.","A2","季节","Spring is my favorite season.","What season do you enjoy most and why?","Nature"
"seat","n.","A2","座位","Please take a seat.","What type of seat is most comfortable?","Transportation"
"second1","n.","A2","秒","Wait just one second.","What can you do in one second?","Time"
"secondly","adv.","A2","其次","Firstly we'll eat, secondly we'll talk.","What would you change about your life, secondly?","Grammar"
"secret","n.","A2","秘密","Can you keep a secret?","What secret talent do you have?","Communication"
"secretary","n.","A2","秘书","The secretary scheduled the meeting.","What skills does a good secretary need?","Work"
"seem","v.","A2","似乎","You seem tired today.","What situations seem difficult but are actually easy?","Grammar"
"sense","n.","A2","感觉；意义","This doesn't make sense.","What sense do you rely on most?","Body"
"separate","v.","A2","分离","Please separate the colors from whites.","What things do you prefer to keep separate?","Actions"
"series","n.","A2","系列","I'm watching a new TV series.","What series have you watched completely?","Creative Arts"
"serious","adj.","A2","严肃的；严重的","This is a serious problem.","What serious decision are you considering?","Descriptions"
"serve","v.","A2","服务；提供","The restaurant serves excellent food.","What community would you like to serve?","Actions"
"service","n.","A2","服务","The customer service was helpful.","What service do you use most often?","Work"
"several","adj.","A2","几个","I have several books to read.","What several things are you good at?","Grammar"
"shake","v.","A2","摇动","Shake the bottle before use.","What makes your hands shake?","Actions"
"shall","v.","A2","将要","Shall we go now?","What shall you do this weekend?","Grammar"
"shape","n.","A2","形状","What shape is this table?","What shape do you find most pleasing?","Descriptions"
"sheet","n.","A2","床单；纸张","Change the bed sheets weekly.","What information do you keep on paper sheets?","Home"
"ship","n.","A2","船","The ship sailed across the ocean.","What would you take on a long ship journey?","Transportation"
"shoulder","n.","A2","肩膀","I have pain in my shoulder.","What do you carry on your shoulders?","Body"
"shout","v.","A2","喊叫","Don't shout at me!","What situations make you want to shout?","Communication"
"shut","v.","A2","关闭","Please shut the window.","What do you shut when you're concentrating?","Actions"
"side","n.","A2","边；侧面","Stand on this side of the line.","What side of yourself do you show friends?","Position"
"sign","n.","A2","标志；迹象","Look for the stop sign.","What sign tells you spring is coming?","Communication"
"silver","n.","A2","银","This necklace is made of silver.","What silver object do you treasure?","Descriptions"
"simple","adj.","A2","简单的","The solution is very simple.","What simple pleasure brings you joy?","Descriptions"
"since","prep.","A2","自从","I've lived here since 2010.","What have you done since last year?","Time"
"singing","n.","A2","唱歌","I love singing in the shower.","What benefits does singing bring?","Creative Arts"
"single","adj.","A2","单一的；单身的","Not a single person came.","What single change would improve your life?","Descriptions"
"sir","n.","A2","先生","Excuse me, sir.","When do you use 'sir' in conversation?","Communication"
"site","n.","A2","网站；地点","This is an interesting historical site.","What site do you visit for entertainment?","Technology"
"size","n.","A2","尺寸","What size shoes do you wear?","What size house would be perfect for you?","Descriptions"
"ski","v.","A2","滑雪","I learned to ski last winter.","What skills do you need to ski well?","Sports"
"skiing","n.","A2","滑雪运动","Skiing is an expensive sport.","What attracts people to skiing?","Sports"
"skin","n.","A2","皮肤","Protect your skin from the sun.","What keeps your skin healthy?","Body"
"sky","n.","A2","天空","The sky is clear today.","What do you see when you look at the sky?","Nature"
"sleep","v.","A2","睡觉","I need eight hours of sleep.","What helps you sleep better?","Health"
"slowly","adv.","A2","慢慢地","Please speak slowly.","What do you prefer to do slowly?","Grammar"
"smartphone","n.","A2","智能手机","My smartphone battery is dead.","What smartphone features do you use most?","Technology"
"smell","v.","A2","闻","I can smell fresh bread.","What smell brings back childhood memories?","Body"
"smile","v.","A2","微笑","She has a beautiful smile.","What makes you smile every day?","Emotions"
"smoke","n.","A2","烟","There's smoke coming from the chimney.","What do you think about smoke in public places?","Health"
"smoking","n.","A2","吸烟","Smoking is bad for your health.","What do you think about smoking in public?","Health"
"soap","n.","A2","肥皂","Wash your hands with soap.","What type of soap do you prefer?","Health"
"soccer","n.","A2","足球","Soccer is popular worldwide.","What position would you play in soccer?","Sports"
"social","adj.","A2","社交的","I'm not very social at parties.","What social activities do you enjoy?","Communication"
"society","n.","A2","社会","We live in a modern society.","What would improve our society?","Places"
"sock","n.","A2","袜子","I have a hole in my sock.","What color socks do you wear most?","Clothing"
"soft","adj.","A2","柔软的","This pillow is very soft.","What soft texture do you love touching?","Descriptions"
"soldier","n.","A2","士兵","The soldier served his country.","What qualities should a soldier have?","Work"
"solution","n.","A2","解决方案","We need a solution to this problem.","What solution would fix traffic problems?","Actions"
"solve","v.","A2","解决","Can you solve this puzzle?","What problems do you enjoy solving?","Actions"
"somewhere","adv.","A2","某处","I left my keys somewhere.","Where is somewhere you'd like to live?","Position"
"sort","n.","A2","种类","What sort of music do you like?","What sort of person are you?","Descriptions"
"source","n.","A2","来源","What's your source of information?","What's your main source of happiness?","Communication"
"speaker","n.","A2","演讲者；扬声器","The speaker gave an inspiring talk.","What makes a good public speaker?","Technology"
"specific","adj.","A2","具体的","I need specific instructions.","What specific goal are you working toward?","Descriptions"
"speech","n.","A2","演讲","The president gave a speech.","What speech topics interest you?","Communication"
"speed","n.","A2","速度","What's the speed limit here?","At what speed do you prefer to work?","Transportation"
"spider","n.","A2","蜘蛛","There's a spider in the bathroom.","What do you do when you see a spider?","Animals"
"spoon","n.","A2","勺子","Use a spoon for the soup.","What foods do you eat with a spoon?","Food & Drink"
"square","n.","A2","广场；正方形","Meet me in the town square.","What activities happen in public squares?","Places"
"stage","n.","A2","舞台；阶段","The actor walked onto the stage.","What would you perform on a stage?","Creative Arts"
"stair","n.","A2","楼梯","Take the stairs to the second floor.","How many stairs do you climb daily?","Home"
"stamp","n.","A2","邮票","Put a stamp on the envelope.","What stamp collection would interest you?","Communication"
"star","n.","A2","星星；明星","Look at the stars tonight.","What star do you admire most?","Nature"
"start","v.","A2","开始","Let's start our meeting now.","What new habit would you like to start?","Actions"
"state","n.","A2","州；状态","California is a large state.","What state of mind helps you learn?","Places"
"stay","v.","A2","停留","Please stay for dinner.","Where would you like to stay on vacation?","Actions"
"steal","v.","A2","偷窃","It's wrong to steal from others.","What would make someone steal?","Actions"
"step","n.","A2","步骤；台阶","Take one step at a time.","What's the first step to achieving goals?","Actions"
"stomach","n.","A2","胃","My stomach hurts after eating.","What foods upset your stomach?","Body"
"stone","n.","A2","石头","The path is made of stone.","What would you build with stones?","Nature"
"store","n.","A2","商店","The store closes at 9 PM.","What store do you visit most often?","Shopping"
"storm","n.","A2","暴风雨","The storm damaged many trees.","What do you do during storms?","Nature"
"straight","adj.","A2","直的","Draw a straight line.","What's difficult about walking straight?","Descriptions"
"strange","adj.","A2","奇怪的","That's a strange noise.","What strange habit do you have?","Descriptions"
"strategy","n.","A2","策略","What's your strategy for learning?","What strategy works best for saving money?","Education"
"stress","n.","A2","压力","Work causes me a lot of stress.","What helps you reduce stress?","Health"
"structure","n.","A2","结构","The building has a strong structure.","What structure do you admire?","Home"
"stupid","adj.","A2","愚蠢的","That was a stupid mistake.","What stupid things did you do as a child?","Descriptions"
"succeed","v.","A2","成功","I hope you succeed in life.","What helps people succeed in business?","Actions"
"successful","adj.","A2","成功的","She's a successful businesswoman.","What makes someone successful?","Descriptions"
"such","adj.","A2","如此的","It's such a beautiful day.","What gives you such joy?","Grammar"
"suddenly","adv.","A2","突然地","The phone suddenly rang.","What suddenly changed your mind?","Time"
"suggest","v.","A2","建议","I suggest we leave early.","What do you suggest for weekend activities?","Communication"
"suggestion","n.","A2","建议","Do you have any suggestions?","What suggestion would improve your workplace?","Communication"
"suit","n.","A2","西装","He wore a black suit to the meeting.","What occasions require wearing a suit?","Clothing"
"support","v.","A2","支持","I support your decision completely.","What causes do you support?","Actions"
"suppose","v.","A2","假设；认为","I suppose you're right about that.","What do you suppose will happen next year?","Grammar"
"sure","adj.","A2","确定的","Are you sure about this?","What are you sure you want in life?","Emotions"
"surprise","n.","A2","惊喜","The party was a wonderful surprise.","What surprise would make you happiest?","Emotions"
"surprised","adj.","A2","感到惊讶的","I was surprised by her reaction.","What recently surprised you?","Emotions"
"surprising","adj.","A2","令人惊讶的","The results were quite surprising.","What's surprising about your personality?","Emotions"
"survey","n.","A2","调查","The survey showed interesting results.","What survey question would you ask people?","Education"
"sweet","adj.","A2","甜的","This cake is too sweet.","What sweet food is your weakness?","Food & Drink"
"symbol","n.","A2","符号；象征","The dove is a symbol of peace.","What symbol represents your country?","Communication"
"system","n.","A2","系统","Our computer system needs updating.","What system in your life needs improvement?","Technology"
"tablet","n.","A2","平板电脑；药片","I read books on my tablet.","What do you use tablets for?","Technology"
"talk","v.","A2","谈话","Let's talk about your plans.","What topics do you love talking about?","Communication"
"target","n.","A2","目标","Hit the target with the arrow.","What's your main target for this year?","Actions"
"task","n.","A2","任务","This task is quite difficult.","What task do you always postpone?","Work"
"taste","v.","A2","尝味道","Can you taste the salt?","What food tastes better than it looks?","Body"
"teaching","n.","A2","教学","Teaching requires great patience.","What makes teaching effective?","Education"
"technology","n.","A2","技术","Technology changes very quickly.","What technology do you depend on most?","Technology"
"teenage","adj.","A2","青少年的","Teenage years can be challenging.","What was difficult about your teenage years?","Descriptions"
"temperature","n.","A2","温度","Check the water temperature first.","What temperature is perfect for you?","Nature"
"term","n.","A2","术语；学期","This term ends in December.","What term do you use to describe yourself?","Education"
"text","n.","A2","文本；短信","Send me a text message.","What text messages do you send most?","Technology"
"themselves","pron.","A2","他们自己","They built the house themselves.","What have you learned by yourselves?","Grammar"
"thick","adj.","A2","厚的","The book has thick pages.","What thick clothing do you wear in winter?","Descriptions"
"thief","n.","A2","小偷","The thief stole my wallet.","What would deter thieves?","Daily Life"
"thin","adj.","A2","瘦的；薄的","She's very thin for her height.","What's the difference between thin and skinny?","Descriptions"
"thinking","n.","A2","思考","Critical thinking is important.","What type of thinking do you do best?","Actions"
"third","n.","A2","第三","This is my third attempt.","What would you choose third in priorities?","Numbers"
"thought","n.","A2","想法","That's an interesting thought.","What thought motivates you daily?","Actions"
"throw","v.","A2","扔","Don't throw garbage on the street.","What do you throw away reluctantly?","Actions"
"tidy","adj.","A2","整洁的","Keep your room tidy.","What areas of life do you keep tidy?","Descriptions"
"tie","n.","A2","领带","His tie matches his shirt.","When do you wear a tie?","Clothing"
"tip","n.","A2","建议；小费","Here's a useful tip for cooking.","What tip would you give new students?","Communication"
"tool","n.","A2","工具","A hammer is a useful tool.","What tool do you use most often?","Work"
"top","n.","A2","顶部","Put it on top of the shelf.","What's at the top of your priority list?","Position"
"touch","v.","A2","触摸","Don't touch the hot stove.","What do you like to touch for comfort?","Body"
"tour","n.","A2","旅行；参观","We took a tour of the museum.","What tour would you take in your city?","Transportation"
"tourism","n.","A2","旅游业","Tourism helps the local economy.","How does tourism affect your area?","Transportation"
"towards","prep.","A2","朝向","Walk towards the exit.","What are you working towards?","Position"
"towel","n.","A2","毛巾","Use a clean towel to dry.","What color towels do you prefer?","Home"
"tower","n.","A2","塔","The tower is very tall.","What famous tower would you like to visit?","Places"
"toy","n.","A2","玩具","Children love new toys.","What toy did you treasure as a child?","Daily Life"
"track","n.","A2","轨道；跑道","The train runs on this track.","What keeps you on track with goals?","Transportation"
"tradition","n.","A2","传统","It's a family tradition.","What tradition do you want to continue?","Family"
"traditional","adj.","A2","传统的","I prefer traditional music.","What traditional food do you enjoy?","Descriptions"
"train","n.","A2","火车","The train arrives at 3 PM.","What's the longest train journey you've taken?","Transportation"
"trainer","n.","A2","教练","The fitness trainer is very helpful.","What type of trainer would you want to work with?","Work"
"training","n.","A2","训练","Job training takes three months.","What training would improve your skills most?","Work"
"transport","n.","A2","交通","Public transport is very convenient here.","What transport do you use daily?","Transportation"
"traveller","n.","A2","旅行者","She's an experienced traveller.","What makes someone a good traveller?","Transportation"
"trouble","n.","A2","麻烦","I'm having trouble with this problem.","What trouble do you avoid?","Daily Life"
"truck","n.","A2","卡车","The delivery truck is outside.","What do you think trucks should transport?","Transportation"
"twin","n.","A2","双胞胎","My sister has twin boys.","What would be interesting about having a twin?","Family"
"typical","adj.","A2","典型的","This is typical weather for January.","What's typical behavior in your culture?","Descriptions"
"underground","adj.","A2","地下的","The underground train system is efficient.","What underground places have you visited?","Transportation"
"understanding","n.","A2","理解","Thank you for your understanding.","What requires deep understanding?","Communication"
"unfortunately","adv.","A2","不幸地","Unfortunately, the event was cancelled.","What unfortunately happened to you recently?","Grammar"
"unhappy","adj.","A2","不高兴的","She looks unhappy today.","What makes you feel unhappy?","Emotions"
"uniform","n.","A2","制服","Students must wear school uniforms.","What uniform would you design?","Clothing"
"unit","n.","A2","单位；单元","This apartment has three units.","What unit of measurement do you use most?","Numbers"
"united","adj.","A2","团结的","We need to stay united.","What keeps people united?","Descriptions"
"unusual","adj.","A2","不寻常的","That's an unusual name.","What unusual talent do you have?","Descriptions"
"upstairs","adv.","A2","在楼上","My bedroom is upstairs.","What do you keep upstairs?","Position"
"use","v.","A2","使用","How do you use this machine?","What do you use every single day?","Actions"
"used to","v.","A2","过去常常","I used to live in Tokyo.","What did you used to believe as a child?","Time"
"user","n.","A2","用户","This app has millions of users.","What makes you a good user of technology?","Technology"
"usual","adj.","A2","通常的","This is my usual coffee shop.","What's usual in your morning routine?","Descriptions"
"valley","n.","A2","山谷","The valley is green and beautiful.","What would you do in a peaceful valley?","Nature"
"van","n.","A2","面包车","The delivery van arrived early.","What would you transport in a van?","Transportation"
"variety","n.","A2","多样性","The store has a variety of products.","What variety do you enjoy in life?","Descriptions"
"vehicle","n.","A2","车辆","Park your vehicle in the garage.","What vehicle would be perfect for you?","Transportation"
"view","n.","A2","景色；观点","The view from here is amazing.","What view would you never get tired of?","Nature"
"virus","n.","A2","病毒","Computer viruses can damage files.","How do you protect against viruses?","Health"
"voice","n.","A2","声音","She has a beautiful singing voice.","What voice do you find most pleasant?","Body"
"wait","v.","A2","等待","Please wait for your turn.","What is hardest to wait for?","Actions"
"war","n.","A2","战争","War causes terrible suffering.","What causes wars between countries?","Places"
"wash","v.","A2","洗","Wash the dishes after dinner.","What do you wash most frequently?","Daily Life"
"washing","n.","A2","洗涤；洗好的衣物","The washing is still wet.","How often do you do washing?","Daily Life"
"wave","v.","A2","挥手","Wave goodbye to your friends.","When do you wave at people?","Communication"
"weak","adj.","A2","虚弱的","I feel weak after being sick.","What makes you feel weak?","Health"
"web","n.","A2","网络","Search for information on the web.","What do you use the web for most?","Technology"
"wedding","n.","A2","婚礼","Their wedding was beautiful.","What makes a perfect wedding?","Family"
"weight","n.","A2","重量","What's the weight of this box?","What weight do you carry emotionally?","Numbers"
"welcome","v.","A2","欢迎","Welcome to our home!","How do you welcome new people?","Communication"
"wet","adj.","A2","湿的","Don't sit on the wet chair.","What do you do when you get wet?","Descriptions"
"wheel","n.","A2","轮子","The car has a flat wheel.","What would life be like without wheels?","Transportation"
"while","n.","A2","一段时间","I haven't seen you for a while.","What do you do while waiting?","Time"
"whole","adj.","A2","整个的","I ate the whole pizza.","What takes your whole attention?","Descriptions"
"whose","pron.","A2","谁的","Whose book is this?","Whose opinion matters most to you?","Grammar"
"wide","adj.","A2","宽的","This road is very wide.","What should be wider in your city?","Descriptions"
"wild","adj.","A2","野生的","Wild animals live in the forest.","What wild place would you like to visit?","Nature"
"wind1","n.","A2","风","The wind is very strong today.","What does wind remind you of?","Nature"
"winner","n.","A2","获胜者","Congratulations to the winner!","What makes someone a winner in life?","Sports"
"wish","v.","A2","希望","I wish you good luck.","What do you wish for the world?","Emotions"
"wood","n.","A2","木头","This table is made of wood.","What would you build with wood?","Nature"
"wooden","adj.","A2","木制的","She has beautiful wooden furniture.","What wooden object do you treasure?","Home"
"working","n.","A2","工作","Hard working pays off eventually.","What working environment do you prefer?","Work"
"worried","adj.","A2","担心的","I'm worried about the test.","What makes you feel worried?","Emotions"
"worry","v.","A2","担心","Don't worry about small problems.","What do you worry about unnecessarily?","Emotions"
"worse","adj.","A2","更糟的","The weather is getting worse.","What makes situations worse?","Descriptions"
"worst","adj.","A2","最糟的","That was the worst movie ever.","What's the worst advice you've received?","Descriptions"
"wow","exclam.","A2","哇","Wow, that's incredible!","What makes you say 'wow'?","Communication"
"yet","adv.","A2","还；仍然","I haven't finished yet.","What haven't you done yet?","Time"
"yours","pron.","A2","你的；你们的","This pen is yours, not mine.","What's yours that you'd never share?","Grammar"
"zero","n.","A2","零","The temperature dropped to zero.","What would you reset to zero?","Numbers"
